,TSLA,AAPL,GOOG,MSFT,NVDA,AMZN,META
0,-0.0021069507044761,0.0009718055174436,-0.0005201198184368,0.0011891848565651,-0.0005752108650697,0.0024658910620842,0.0074808687047026
1,0.0051014665279177,-0.0002501519340268,-0.0010477953088792,-0.000423452663483,0.0021372915744474,0.0021986757754891,0.0043899122046683
2,0.006430612553053,0.0004164312243034,0.0017671839054912,0.002077141341236,0.0064577567010703,0.0008342192168594,0.0030446172776925
3,0.0022936815198201,0.0006452163354529,0.0002529931202544,0.0020515727550116,0.0020210493551683,6.762066223912552e-05,2.8271577593497188e-05
4,0.0001245720994003,-0.000217921513987,0.0009945507079735,-0.000845311834117,0.0050224089259165,0.0007943276309655,0.0017687767621012
5,-0.0011287093910756,0.0006613184132652,0.0011802909662695,0.0002047468601729,0.0010428358862365,0.000378854303582,0.0028769396732331
6,0.0016854400083958,0.0003115278851072,-0.0002841323350648,0.0034596594212556,0.0041165503916693,0.0005901773737358,-0.0016882828677141
7,0.0053159253318478,-1.3531041174103518e-05,0.001735017131069,-0.0005568880883027,0.0009524421342603,0.0004191228395375,0.0014660383540541
8,0.0007466510513985,0.0006952599859301,0.0010242023126356,0.0021353982601524,0.0046387325516896,-0.0018209807201693,0.0045668055819257
9,0.0013491943616005,9.2093783248188e-05,0.0039461450516132,0.0001956582272818,-0.0004575726730141,0.0002665389381836,-0.0023771927093572
10,0.0021302732556519,0.0002309797477597,-0.0005937659581852,0.0032883996365138,0.004214550747582,2.1561222599159397e-05,-0.0008609486087698
11,-0.0013312733539825,0.0005801406316602,0.001045771013271,0.0016540909479344,0.0033389438761923,0.0005772431917343,0.0011778164758349
12,-0.0018960732843993,2.397248217365271e-05,-0.0006205391857157,0.0011214562408282,0.001715852040455,0.0023252335400225,0.0073598455727509
13,0.0049645177152322,0.0004157431523641,-0.0009461893864407,-0.0004174348257876,0.0021215401689263,0.0022759099471305,0.0033866895837111
14,0.0061811732537751,0.0004085187599062,0.0019049440273181,0.0020775160389119,0.0062700557659156,0.000773710019989,0.0032876058382335
15,0.0025044781231161,7.814180208297761e-05,0.0005768745641017,0.0020567504383058,0.0021030299130048,0.0001327472682868,0.0010048164429001
16,7.660739340863739e-05,0.0004968026034831,0.0012193611628923,-0.0008461466373935,0.0044071645361123,0.00080995142894,0.0008791727820762
17,-0.0012743574728927,0.0002604065980959,0.0014296934514128,0.0002070522991543,0.0012903875391224,0.0003865005131466,0.0026276785321134
18,0.0018283250230499,0.0001928042857067,-0.0001504955674057,0.0034609350934666,0.0042555362522126,0.0005836000014361,-0.0019122853561948
19,0.0047517168524646,0.0004819830726334,0.0018265089078685,-0.000552784944507,0.0008149537442419,0.0004556992693875,0.0009926663099279
20,0.0010721113435709,0.0001795721877483,0.0007830389486451,0.0021355032395349,0.0044300330589237,-0.0018596770544086,0.004672281693834
21,0.0016931084786936,0.0003065464025257,0.0034281221205474,0.0001968786886959,-0.0002166246437081,0.0003379617903219,-0.0024507043180805
22,0.0018528679256028,0.0004100289993468,-0.00036363446089,0.0032889882586064,0.0037405953944369,2.5544489397325736e-06,0.0004320212367779
23,-0.0012112519863012,0.0001708548839198,0.0012277328210906,0.0016564274336495,0.0026111580630513,0.0005614640249605,0.0013041681078204
24,-0.0018978593439755,0.0003797625818762,-0.0006182842730049,0.0011214210574994,0.0015715074569415,0.0023021003486729,0.0073680074447698
25,0.0049668355064496,0.0003261867561707,-0.0009486271977676,-0.0004149219409476,0.0022971126159658,0.0022885553173155,0.0034484217476594
26,0.0061751465792038,0.0002120853602987,0.0019010263973505,0.0020774995018478,0.0060962206819647,0.0007541432845671,0.0032790138926821
27,0.0025099933440143,0.0004009288993092,0.0005686730574376,0.0020592341408577,0.0022756194097588,0.0001424228284782,0.0009735731196279
28,7.2473190918744e-05,0.0002640469206082,0.0012131886572917,-0.0008461340003416,0.00423175304225,0.0007933678382291,0.0009238847921413
29,-0.0012721708479856,0.000271316539002,0.0014234209416182,0.0002095078235702,0.001461027635023,0.0003935195018867,0.0026535583654671
30,0.0018259846495895,0.0003808243174721,-0.000154302909114,0.0034609756999953,0.0040945873911961,0.0005690997161579,-0.0018984739858935
31,0.0047499993880808,0.0002378304383434,0.0018243281830068,-0.000550357693681,0.000976226549165,0.000460865919862,0.0010287823219783
32,0.0010714879403083,0.0003214588012132,0.0007889491272874,0.0021355716940074,0.0042683904485687,-0.001872521776337,0.0046709174977974
33,0.0016997823587078,0.0003409444540347,0.0034417399924538,0.0001992790676763,-5.418752626492441e-05,0.0003416507574842,-0.002433554601471
34,0.001846682112607,0.0002441728247672,-0.000369939850792,0.0032890836562072,0.0035792848210566,-8.722542623110963e-06,0.0003752973802461
35,-0.0012066777344081,0.0003480900813231,0.0012232035210371,0.0016588009238458,0.0027564545287869,0.0005634240759149,0.0013117268394001
36,-0.0019014662301788,0.0003022067419083,-0.0006186808207415,0.0011215429548085,0.0014185577150899,0.0022920253277533,0.0073716663607993
37,0.0049702944274627,0.0002694572973787,-0.0009483780167354,-0.0004125745722178,0.0024509401390498,0.0022895331863963,0.0034587834952175
38,0.0061715248002821,0.0003500869174532,0.0019007915108998,0.0020776471867446,0.0059466305987396,0.0007450893714777,0.0032836744564576
39,0.0025134575746187,0.0002778099339829,0.0005690700020739,0.0020615560225316,0.0024256904598843,0.0001424749958612,0.000988075886708
40,6.889318946004842e-05,0.0002981814121507,0.0012130138651643,-0.0008459611237526,0.0040858109145664,0.0007851554726941,0.0009262567616999
41,-0.0012687616201845,0.0003353664500142,0.0014237662447692,0.0002118048053335,0.0016074482183423,0.0003928080043845,0.002665184395554
42,0.0018224453433302,0.0002713011678525,-0.000154537381216,0.0034611731879685,0.0039524215889683,0.0005615790984471,-0.0018944577910645
43,0.0047533484470853,0.0003190586547388,0.0018245657896399,-0.0005480850380359,0.0011189849423919,0.0004595266785191,0.0010397362969547
44,0.0010679884500392,0.0003149444625495,0.0007884643719084,0.0021357932262557,0.0041297054174598,-0.0018794726912098,0.0046758324638103
45,0.0017031853652657,0.0002787073098174,0.0034415664404753,0.0002015279575339,8.513994987923584e-05,0.0003397944951438,-0.0024218964304547
46,0.0018431548096871,0.000327505512022,-0.0003701063344695,0.0032893286788145,0.0034440082637641,-1.520314738919818e-05,0.0003829837687768
47,-0.0012033178419948,0.0002979844199675,0.0012234987870662,0.0016610265955614,0.00289218625624,0.0005611395534751,0.0013236588205095
48,-0.0019049460591292,0.0002925605547965,-0.0006189988767696,0.0011218109265491,0.0012867151384947,0.0022859318432346,0.007376696726511
49,0.004973620491902,0.0003249054746215,-0.0009482082177299,-0.0004103715837427,0.0025835099543525,0.0022868977467204,0.003470417165532
50,0.0061680682431789,0.0002892287788074,0.0019004708549677,0.0020779375789073,0.0058180715857912,0.0007393149937971,0.0032888210577482
51,0.0025167603597015,0.0003057424670713,0.0005692343848658,0.0020637368503626,0.0025550115735043,0.0001395499011153,0.000999356388224
52,6.546026707906421e-05,0.0003160358886634,0.0012126932322049,-0.0008456488277141,0.0039604593390762,0.0007796440268675,0.0009316660443575
53,-0.0012654825116518,0.0002888808586791,0.0014239303904514,0.000213963983082,0.0017336011469757,0.0003896442416254,0.0026764477253395
54,0.0018190358844414,0.0003138605826353,-0.0001548548962792,0.0034615068832368,0.0038302011198763,0.0005562842904255,-0.0018889772117486
55,0.0047566039918312,0.0003062036317343,0.0018247311612311,-0.0005459470115713,0.0012420466391088,0.0004561662696257,0.0010508863099239
56,0.0010646022864123,0.0002941214391553,0.0007881549058072,0.0021361478277347,0.0040105358633422,-0.0018845889997247,0.004681412330523
57,0.0017064185633437,0.0003158366686158,0.0034417409143942,0.0002036453200215,0.0002051887804376,0.0003362720588213,-0.0024109174220638
58,0.0018397911555898,0.0002991969580166,-0.000370422499923,0.0032897037048437,0.0033278143663825,-2.017237564598749e-05,0.0003885686556559
59,-0.0012001077317005,0.0003011558108439,0.0012236595617264,0.0016631237701516,0.0030092933153309,0.0005574836032234,0.0013344934090462
60,-0.0019082866638349,0.0003131257726495,-0.0006193095717075,0.0011222059065649,0.001173424812384,0.0022810838013496,0.0073825344651957
61,0.0049768077577955,0.0002964869600099,-0.0009480457271136,-0.0004082941319387,0.0026977527014222,0.0022831317950596,0.0034811402550938
62,0.0061647503067921,0.000306887118675,0.0019001617590721,0.0020783520531877,0.0057076121333749,0.0007345668051257,0.0032947758612246
63,0.0025199250351858,0.0003083192075567,0.0005693954890679,0.0020657950337759,0.0026664585866587,0.0001356933105251,0.0010099763954372
64,6.216484668632639e-05,0.0002975217971064,0.0012123856577174,-0.0008452153082997,0.0038527608246157,0.0007749781131652,0.0009377253457665
65,-0.0012623402751104,0.0003097593317983,0.0014240899835948,0.0002160033420312,0.0018423215647344,0.0003857129682453,0.0026869544943396
66,0.0018157628238473,0.0003038373974239,-0.000155161039169,0.0034619590090022,0.0037251953085665,0.0005516861679017,-0.0018828098958231
67,0.0047597239445463,0.0003006281132694,0.0018248892149416,-0.0005439260433872,0.0013481078687734,0.0004521734607092,0.0010612896579266
68,0.0010613514305211,0.0003097644249086,0.0007878500571674,0.0021366181311774,0.0039081561292411,-0.0018891312650944,0.0046876811601114
69,0.0017095163965155,0.0003011400058028,0.0034418972339848,0.0002056483211472,0.0003086566076816,0.0003322285471429,-0.0024006097261934
70,0.001836562344648,0.0003039907952393,-0.0003707256814577,0.0032901917671661,0.0032279957714523,-2.466861698716312e-05,0.0003949384641211
71,-0.001197031872998,0.0003079036419448,0.0012238147477076,0.0016651092181641,0.003110231826148,0.0005533983144984,0.0013447090397743
72,-0.0019114935762388,0.0003005496535707,-0.0006196114110148,0.0011227113186182,0.0010761040423674,0.0022766254819186,0.0073889889312786
73,0.0049798617951728,0.0003063397344857,-0.0009478920649742,-0.0004063258326313,0.0027962245079834,0.0022790120837943,0.0034912668857967
74,0.0061615651390299,0.0003054829414174,0.0018998613530089,0.0020788744152495,0.0056127274070067,0.0007301397318007,0.0033013168446559
75,0.0025229574034344,0.0003015364498917,0.0005695477171006,0.0020677465794691,0.0027625246576285,0.0001315452364841,0.0010200180238102
76,5.900127283210495e-05,0.0003072050165537,0.0012120866776271,-0.0008446763867426,0.0037602519015981,0.000770576785354,0.0009443491467404
77,-0.0012593294257835,0.0003035479570695,0.0014242407900062,0.0002179385200987,0.0019360413918988,0.0003815415244366,0.0026969157829379
78,0.0018126206941669,0.0003032022451162,-0.0001554586001836,0.0034625141085387,0.0036350034379025,0.0005473060533411,-0.0018761075302624
79,0.0047627134241608,0.0003068019383586,0.0018250386096634,-0.00054200685585,0.0014395394724447,0.0004479827611676,0.0010711741389974
80,0.0010582305963188,0.0003026080149171,0.0007875539096219,0.0021371890359669,0.0038202240117222,-0.0018934939008038,0.0046944584968834
81,0.0017124846546871,0.0003047247449085,0.0034420452312021,0.0002075518865619,0.000397856573999,0.0003280219816647,-0.0023907986105674
82,0.0018334626582059,0.0003057157172715,-0.000371020434309,0.0032907781130696,0.0031422675253801,-2.9016850837779763e-05,0.000401787081077
83,-0.0011940846891956,0.0003026449632214,0.0012239613409342,0.0016669975213759,0.0031972553409293,0.0005491786761369,0.001354450250439
84,-0.0019145722615008,0.0003056196277858,-0.0006199047698023,0.0011233127498863,0.0009925251681945,0.0022722891146107,0.0073959060497279
85,0.0049827880507443,0.0003045666461067,-0.0009477468565988,-0.0004044524399946,0.0028811253938649,0.0022747816739117,0.0035009415072911
86,0.0061585073093055,0.000303304076947,0.0018995693769307,0.0020794905843286,0.0055312447524648,0.0007258131420388,0.0033082989998091
87,0.0025258628759008,0.0003057923230315,0.0005696915472653,0.002069605405057,0.0028453554049595,0.0001273059513084,0.0010296291670184
88,5.5964154032062375e-05,0.0003037800773819,0.0012117960755083,-0.0008440458193984,0.0036808136290086,0.0007662582518904,0.0009513932915474
89,-0.0012564445923112,0.0003041363255674,0.0014243832505468,0.0002197831142496,0.0020168531934089,0.0003772949263823,0.0027064663738873
90,0.0018096041426803,0.00030543485819,-0.0001557478370464,0.0034631587424247,0.0035575589914823,0.0005429941579378,-0.0018690042668514
91,0.004765577761751,0.0003035053071848,0.0018251797091768,-0.0005401761652563,0.0015183822549077,0.0004437301376004,0.0010806670100747
92,0.0010552344695306,0.000304788990626,0.0007872660293341,0.0021378474123141,0.003744724085874,-0.0018978003267169,0.0047016181200731
93,0.0017153286385158,0.0003048581871409,0.0034421849781189,0.0002093689939239,0.0004747790295514,0.0003237643933212,-0.0023813607624847
94,0.0018304868144895,0.0003036597423466,-0.0003713069663059,0.0032914499152639,0.0030686640337988,-3.331877011446036e-05,0.000409000446227
95,-0.0011912609179948,0.0003050957887643,0.0012240997441657,0.0016688013584519,0.0032723049575797,0.0005449169970208,0.0013638356383253
96,-0.001917527962789,0.0003043414290366,-0.0006201899622074,0.001123997668608,0.0009207712137108,0.0022679909086181,0.0074031706263801
97,0.0049855917494729,0.000304039017618,-0.0009476097888608,-0.0004026615674691,0.0029543484853055,0.0022705166241661,0.0035102768775459
98,0.0061555716107765,0.0003050700207692,0.0018992855157511,0.0020801883173847,0.0054612945976299,0.0007215179956405,0.0033156124136414
99,0.0025286466413412,0.000304045024541,0.0005698272879711,0.0020713836117238,0.0029167971395672,0.000123038124302,0.0010389168507121
100,5.3048319561761104e-05,0.0003044313358635,0.0012115135371749,-0.0008433355672388,0.0036126226674232,0.0007619656264727,0.0009587532669113
101,-0.0012536806219404,0.0003048370768952,0.0014245176725768,0.0002215489468678,0.0020865576225918,0.0003730248110265,0.0027157085953015
102,0.0018067080345301,0.0003039959338397,-0.00015602906086,0.0034638812252587,0.0034910837198247,0.000538703609705,-0.0018615999011233
103,0.0047683220743124,0.0003046944163993,0.001825312820833,-0.0005384224215996,0.0015863923407205,0.0004394581367382,0.0010898658878121
104,0.0010523579509169,0.0003045512070776,0.0007869861117673,0.0021385818440386,0.0036799220766218,-0.0019020891634342,0.0047090648072107
105,0.0017180534295764,0.0003041248693931,0.0034423167876542,0.000211110927138,0.0005411366716349,0.0003194908388789,-0.0023722032084092
106,0.0018276297495772,0.0003047811210018,-0.0003715855858558,0.0032921960205872,0.0030054939086253,-3.760619661304145e-05,0.0004164874816757
107,-0.0011885555130716,0.0003043312774326,0.001224230259767,0.0016705317533255,0.0033370510194325,0.000540642162492,0.0013729537949895
108,-0.001920365708893,0.0003043242895962,-0.0006204672919062,0.0011247551785807,0.0008591926175396,0.0022637046440821,0.0074106961306332
109,0.0049882779026833,0.0003047227165208,-0.0009474805590408,-0.0004009424451028,0.0030175228199077,0.0022662407348984,0.0035193574733003
110,0.0061527530495228,0.0003042314226556,0.0018990094677815,0.0020809569692538,0.0054012681733304,0.0007172326885142,0.0033231745930113
111,0.0025313136763313,0.0003044995325108,0.0005699552401027,0.0020730917212913,0.0029784386143692,0.0001187613659725,0.0010479616363456
112,5.02488101294486e-05,0.000304590469906,0.0012112387628656,-0.0008425560301727,0.0035541100311326,0.0007576811082128,0.0009663504118786
113,-0.0012510325726035,0.0003042446884144,0.0014246443550634,0.0002232462973615,0.0021467041438856,0.0003687473366257,0.0027247192399085
114,0.0018039274448126,0.0003045975397762,-0.0001563025695271,0.0034646713967366,0.0034340474368798,0.0005344197414388,-0.00185396942032
115,0.0047709512696439,0.0003044566373437,0.0018254382416675,-0.0005367355823001,0.0016450808774086,0.0004351800723239,0.0010988439827818
116,0.0010495961497238,0.0003043268439225,0.0007867138607748,0.0021393824049209,0.0036243256380859,-0.0019063724961322,0.0047167270700069
117,0.0017206639016373,0.0003046109274168,0.0034424409547789,0.0002127874974119,0.0005984032784108,0.0003152122883175,-0.0023632561458727
118,0.0018248866066276,0.0003043687536773,-0.000371856587091,0.0032930067315111,0.0029513017083964,-4.188908802473429e-05,0.0004241800450759
119,-0.001185963634453,0.0003044249493035,0.0012243531810747,0.001672198291163,0.0033929308593884,0.0005363632113654,0.0013818712715595
